
150,150,-1.0,-1.0,-1.0,32.0,0,-1.0,-1.0,-1.0,112.0,-1.0,-1.0,-1.0,60.0,,150,DOWN,,150,0.0
151,151,-1.0,-1.0,-1.0,76.0,0,-1.0,-1.0,-1.0,112.0,-1.0,-1.0,-1.0,64.0,,151,LEFT,,151,0.0
152,152,-1.0,8.0,-1.0,8.0,0,-1.0,100.0,-1.0,100.0,-1.0,68.0,-1.0,36.0,,152,RIGHT,,152,0.0
153,153,-1.0,-1.0,-1.0,8.0,0,-1.0,-1.0,-1.0,92.0,-1.0,-1.0,-1.0,44.0,,153,RIGHT,,153,0.0
154,154,-1.0,-1.0,-1.0,56.0,0,-1.0,-1.0,-1.0,92.0,-1.0,-1.0,-1.0,69.0,,154,RIGHT,,154,0.0
155,155,-1.0,-1.0,-1.0,16.0,0,-1.0,-1.0,-1.0,88.0,-1.0,-1.0,-1.0,36.0,,155,DOWN,,155,0.0
156,156,-1.0,-1.0,-1.0,64.0,0,-1.0,-1.0,-1.0,88.0,-1.0,-1.0,-1.0,88.0,,156,LEFT,,156,0.0
157,157,32.0,-1.0,-1.0,-1.0,0,130.0,-1.0,-1.0,-1.0,68.0,-1.0,-1.0,-1.0,,157,RIGHT,,157,0.0
158,158,28.0,-1.0,-1.0,-1.0,0,126.0,-1.0,-1.0,-1.0,36.0,-1.0,-1.0,-1.0,,158,DOWN,,158,0.0
159,159,28.0,-1.0,-1.0,-1.0,0,126.0,-1.0,-1.0,-1.0,8.0,-1.0,-1.0,-1.0,,159,UP,,159,0.0
160,160,56.0,-1.0,-1.0,-1.0,0,118.0,-1.0,-1.0,-1.0,92.0,-1.0,-1.0,-1.0,,160,UP,,160,0.0
161,161,45.0,-1.0,-1.0,-1.0,0,118.0,-1.0,-1.0,-1.0,21.0,-1.0,-1.0,-1.0,,161,LEFT,,161,0.0
162,162,45.0,-1.0,-1.0,-1.0,0,110.0,-1.0,-1.0,-1.0,40.0,-1.0,-1.0,-1.0,,162,UP,,162,0.0
